time,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,GyroX2,GyroY2,GyroZ2,AccX2,AccY2,AccZ2
2180,-58.47,-7.59,-5.78,-0.04,0.65,0.79,-57.72,-0.35,-5.86,0.01,0.71,0.55
2189,-55.55,-5.99,-4.72,-0.04,0.70,0.84,-57.59,0.01,-5.01,0.00,0.72,0.61
2198,-59.19,-5.29,-3.81,-0.03,0.76,0.88,-62.09,-0.22,-4.25,0.05,0.76,0.65
2206,-64.26,-6.79,-3.30,-0.03,0.73,0.93,-68.44,0.01,-2.87,0.02,0.78,0.64
2215,-71.03,-4.60,-2.48,-0.00,0.72,0.83,-72.86,1.26,-1.48,0.04,0.76,0.60
2225,-75.71,-4.62,-1.85,-0.04,0.71,0.86,-81.28,2.95,-0.18,0.01,0.80,0.60
2233,-88.84,-4.47,-2.47,-0.04,0.75,0.88,-98.41,1.31,0.47,-0.04,0.86,0.65
2242,-106.77,-6.78,-4.01,-0.07,0.70,0.98,-116.60,2.71,-3.02,-0.01,0.87,0.69
2250,-125.85,-9.56,-6.76,-0.06,0.72,0.99,-131.04,3.37,-6.85,-0.01,0.82,0.74
2259,-133.16,-9.25,-9.38,-0.04,0.66,1.00,-130.74,4.88,-10.02,0.00,0.72,0.79
2269,-127.63,-7.95,-11.44,-0.02,0.50,1.05,-126.50,6.05,-11.60,-0.01,0.66,0.81
2278,-124.62,-6.49,-12.93,-0.03,0.47,1.05,-127.33,7.46,-13.66,-0.01,0.66,0.86
2286,-128.14,-4.51,-14.53,-0.01,0.48,1.07,-134.08,8.60,-15.44,0.00,0.67,0.86
2295,-138.80,-5.46,-15.82,-0.02,0.49,1.06,-144.16,10.18,-16.92,0.03,0.67,0.79
2305,-145.68,-4.63,-16.46,-0.01,0.65,0.97,-146.18,11.82,-17.24,0.03,0.62,0.71
2314,-145.58,-4.10,-15.68,0.01,0.51,0.95,-147.50,12.69,-15.84,0.04,0.56,0.70
2323,-146.40,-2.45,-14.26,0.02,0.51,0.93,-144.02,14.47,-14.11,0.02,0.51,0.69
2332,-137.73,-0.50,-13.76,-0.02,0.46,0.92,-131.89,16.22,-14.22,-0.02,0.50,0.75
2340,-125.79,1.96,-14.31,-0.06,0.29,1.02,-120.14,16.63,-15.34,-0.07,0.45,0.78
2350,-112.44,3.69,-15.17,-0.10,0.25,1.10,-101.69,16.94,-17.15,-0.10,0.39,0.77
2359,-94.37,7.30,-15.61,-0.09,0.25,1.05,-87.96,17.19,-16.62,-0.09,0.37,0.83
2368,-87.64,9.85,-14.71,-0.07,0.28,1.01,-92.25,19.44,-16.02,-0.05,0.36,0.86
2377,-99.11,10.21,-12.99,-0.05,0.31,0.99,-101.30,21.79,-14.52,-0.03,0.37,0.80
2386,-104.17,10.84,-11.45,-0.01,0.33,1.01,-102.52,21.05,-12.79,0.00,0.40,0.75
2395,-102.49,9.27,-9.68,-0.01,0.36,1.03,-100.95,20.56,-11.29,0.00,0.41,0.73
2404,-105.71,8.35,-8.49,-0.04,0.37,1.04,-109.15,21.45,-9.48,-0.04,0.42,0.81
2413,-117.79,7.05,-8.59,-0.05,0.34,1.05,-121.02,20.25,-9.91,-0.04,0.40,0.81
2422,-131.57,3.56,-9.33,-0.05,0.30,1.09,-139.64,18.40,-12.27,-0.03,0.43,0.78
2432,-144.75,1.76,-11.73,-0.03,0.29,0.98,-146.03,17.82,-14.26,-0.05,0.41,0.83
2440,-153.92,0.20,-13.97,-0.05,0.25,1.06,-165.34,16.63,-17.54,-0.08,0.40,0.79
2449,-172.41,-3.39,-17.57,-0.09,0.15,1.06,-174.40,16.76,-19.60,-0.11,0.32,0.84
2458,-175.89,-2.62,-19.31,-0.09,0.13,1.00,-180.56,15.46,-21.02,-0.13,0.29,0.79
2467,-193.73,-8.04,-19.75,-0.07,0.16,0.95,-199.73,15.31,-21.22,-0.10,0.22,0.76
2477,-203.58,-5.45,-19.37,-0.10,0.11,0.91,-200.18,20.92,-19.93,-0.15,0.13,0.81
2486,-198.48,-0.97,-16.21,-0.11,0.11,1.00,-198.43,22.87,-17.98,-0.11,0.16,0.76
2495,-201.95,-0.37,-14.98,-0.06,0.09,0.95,-204.40,20.25,-16.59,-0.10,0.13,0.73
2503,-202.68,-5.97,-14.56,-0.08,0.02,1.06,-210.02,15.62,-15.40,-0.08,0.13,0.72
2512,-215.59,-13.75,-14.79,-0.03,-0.03,0.99,-224.36,6.36,-16.93,-0.10,0.06,0.63
2522,-232.49,-24.80,-17.63,-0.06,-0.08,0.97,-241.63,-3.08,-18.97,-0.14,-0.05,0.51
2531,-234.68,-32.89,-20.90,-0.19,-0.29,0.90,-229.95,-3.11,-21.71,-0.27,-0.05,0.76
2540,-210.04,-26.71,-22.86,-0.19,-0.24,1.07,-192.00,-0.47,-22.98,-0.23,-0.03,1.01
2549,-169.11,-18.82,-23.66,-0.14,-0.22,1.25,-149.44,0.96,-24.03,-0.19,-0.01,1.08
2558,-127.76,-11.60,-23.75,-0.15,-0.24,1.26,-116.93,2.02,-23.44,-0.16,-0.12,1.00
2568,-110.56,-9.33,-21.56,-0.08,-0.21,1.17,-111.39,1.15,-20.74,-0.10,-0.14,0.91
2576,-115.60,-11.41,-19.47,-0.05,-0.16,1.08,-125.27,-0.48,-19.34,-0.06,-0.09,0.84
2585,-132.95,-15.64,-18.31,0.02,-0.11,1.03,-145.15,-3.62,-17.41,-0.02,-0.03,0.79
2594,-153.50,-22.02,-16.86,0.04,-0.02,1.00,-166.21,-5.99,-15.63,0.02,-0.02,0.74
2604,-172.44,-26.70,-15.58,0.05,-0.10,1.01,-184.44,-7.61,-15.13,-0.02,-0.11,0.80
2613,-183.71,-28.11,-17.75,0.01,-0.34,1.02,-171.62,-4.63,-15.89,-0.08,-0.19,0.89
2622,-154.66,-22.97,-19.50,-0.06,-0.39,1.16,-147.27,-3.10,-13.44,-0.12,-0.30,0.98
2631,-142.09,-21.12,-17.31,0.01,-0.38,1.14,-137.19,-5.92,-16.08,-0.09,-0.32,0.92
2639,-126.62,-19.05,-16.31,-0.02,-0.42,1.08,-123.67,-5.51,-15.91,-0.11,-0.30,0.90
2649,-118.32,-17.61,-15.37,0.00,-0.40,1.03,-118.14,-5.08,-14.62,-0.08,-0.34,0.90
2658,-116.68,-17.49,-12.89,-0.02,-0.38,1.04,-119.79,-4.24,-11.32,-0.07,-0.38,0.86
2667,-118.88,-17.08,-10.27,0.01,-0.40,1.01,-123.26,-4.00,-9.47,-0.05,-0.38,0.85
2676,-123.13,-17.52,-8.10,0.03,-0.39,0.99,-128.58,-4.38,-7.20,-0.04,-0.38,0.84
2685,-131.37,-18.76,-6.47,0.06,-0.41,0.97,-138.48,-3.96,-6.41,-0.02,-0.37,0.84
2694,-141.05,-20.21,-6.75,0.06,-0.50,0.96,-148.52,-3.70,-7.31,-0.04,-0.42,0.82
2703,-149.49,-21.09,-9.13,0.05,-0.59,0.97,-155.24,-4.27,-10.80,-0.09,-0.42,0.81
2712,-153.81,-21.77,-11.98,0.01,-0.56,0.99,-156.92,-4.96,-12.79,-0.11,-0.41,0.80
2721,-155.48,-21.26,-14.62,0.02,-0.59,0.87,-161.38,-3.61,-15.60,-0.11,-0.41,0.78
2731,-163.12,-21.55,-16.73,-0.03,-0.58,0.88,-166.47,-2.54,-17.57,-0.15,-0.45,0.78
2740,-164.02,-21.01,-18.11,-0.04,-0.59,0.87,-165.98,-1.91,-18.48,-0.14,-0.52,0.78
2749,-164.06,-19.40,-18.62,-0.02,-0.63,0.86,-164.56,-1.08,-18.08,-0.12,-0.59,0.74
2757,-159.04,-18.63,-16.80,0.00,-0.67,0.84,-156.94,-0.07,-15.27,-0.10,-0.68,0.75
2766,-148.94,-17.32,-13.58,0.01,-0.73,0.93,-147.05,-0.47,-13.20,-0.09,-0.70,0.75
2776,-141.45,-17.07,-12.92,0.04,-0.77,0.95,-143.40,-2.08,-14.14,-0.06,-0.65,0.72
2785,-142.47,-18.89,-14.89,0.07,-0.75,0.86,-146.29,-3.59,-16.40,-0.04,-0.61,0.66
2794,-145.35,-20.30,-17.07,0.07,-0.69,0.84,-147.77,-3.97,-17.50,-0.04,-0.62,0.66
2803,-142.80,-21.17,-17.89,0.06,-0.75,0.86,-141.65,-5.57,-17.29,-0.08,-0.67,0.69
2812,-135.44,-20.54,-17.66,0.05,-0.74,0.81,-136.85,-5.63,-17.53,-0.07,-0.69,0.67
2822,-133.66,-19.71,-17.78,0.06,-0.75,0.71,-135.57,-6.30,-17.42,-0.07,-0.72,0.64
2830,-134.74,-20.12,-17.80,0.06,-0.74,0.73,-136.79,-5.54,-17.08,-0.07,-0.71,0.63
2839,-134.83,-20.13,-17.02,0.05,-0.73,0.75,-139.43,-5.32,-16.54,-0.05,-0.66,0.59
2848,-141.76,-21.05,-17.33,0.08,-0.67,0.65,-149.37,-5.71,-17.21,-0.06,-0.64,0.58
2857,-153.70,-23.54,-18.35,0.08,-0.68,0.63,-159.66,-5.12,-17.70,-0.05,-0.72,0.55
2867,-156.13,-24.33,-16.69,0.08,-0.75,0.72,-186.32,-6.92,-15.18,0.05,-0.60,0.51
2876,-206.24,-32.10,-16.56,0.27,-1.20,0.38,-226.99,-9.72,-16.53,-0.05,-0.81,0.34
2885,-240.16,-38.80,-19.88,0.14,-1.08,0.44,-236.27,-12.51,-21.31,-0.10,-0.86,0.61
2894,-218.47,-32.79,-22.73,0.09,-1.05,0.60,-211.83,-2.76,-21.18,0.00,-0.87,0.60
2904,-196.31,-23.34,-18.85,0.17,-0.85,0.76,-189.92,-0.15,-16.82,0.05,-0.93,0.56
2912,-183.32,-19.28,-14.37,0.22,-0.93,0.56,-183.53,2.58,-13.13,0.06,-0.90,0.50
2921,-184.66,-17.74,-11.39,0.18,-0.83,0.43,-193.83,3.84,-11.37,0.04,-0.85,0.42
2930,-203.49,-17.85,-10.37,0.18,-0.81,0.33,-218.99,7.36,-11.02,0.05,-0.81,0.39
2939,-236.35,-18.17,-8.58,0.15,-0.74,0.40,-250.14,14.27,-8.08,0.04,-0.75,0.42
2949,-250.14,-16.68,-3.39,0.14,-0.47,0.18,-250.14,23.73,-0.87,0.04,-0.58,0.46
2958,-250.14,-17.13,4.63,0.15,-0.57,0.30,-250.14,29.35,6.63,0.05,-0.66,0.33
2966,-250.14,-15.22,10.37,0.14,-0.80,0.39,-250.14,28.26,4.69,-0.02,-0.97,0.18
2975,-250.14,9.32,-22.33,0.43,-2.00,0.76,-214.74,3.59,-21.56,-0.21,-1.51,0.16
2984,-143.37,-18.92,-16.45,0.00,-1.91,0.38,-87.45,3.01,-22.08,-0.27,-1.49,-0.19
2994,-34.09,-10.32,-15.41,-0.09,-1.51,0.24,3.72,-3.84,-11.91,-0.21,-1.44,-0.04
3003,25.64,1.79,-7.05,0.01,-1.17,0.04,30.04,-2.51,-6.81,-0.14,-1.18,0.15
3011,29.50,4.33,-3.60,0.06,-1.01,0.24,29.14,-1.29,-5.15,-0.03,-1.03,0.18
3020,27.63,5.50,-3.53,0.15,-1.00,0.20,26.25,0.96,-5.31,0.02,-0.98,0.16
3030,24.38,5.93,-3.81,0.18,-0.98,0.20,24.81,1.42,-4.59,0.04,-1.01,0.12
3038,24.15,5.06,-2.70,0.20,-1.00,0.23,24.76,0.47,-3.46,0.06,-1.04,0.12
3047,25.19,3.96,-1.77,0.21,-1.01,0.22,27.95,-0.22,-2.37,0.07,-1.06,0.14
3055,26.80,3.66,-1.46,0.18,-1.02,0.24,26.18,-0.84,-2.98,0.02,-0.99,0.14
3064,22.67,3.70,-2.82,0.17,-0.96,0.18,19.79,-0.84,-4.79,-0.01,-0.92,0.15
3074,16.34,2.95,-4.82,0.13,-0.95,0.19,14.79,-0.81,-6.93,-0.02,-0.88,0.12
3082,13.01,2.77,-7.27,0.12,-0.94,0.20,13.28,-1.29,-9.85,-0.03,-0.92,0.09
3091,11.94,1.44,-9.92,0.13,-1.00,0.20,10.49,-2.54,-11.37,-0.01,-0.98,0.10
3100,11.27,-0.21,-10.74,0.13,-1.02,0.23,12.42,-3.50,-11.26,-0.01,-1.02,0.14
3108,11.78,-0.42,-10.54,0.15,-1.05,0.26,12.29,-4.86,-11.44,-0.00,-1.04,0.13
3118,14.16,-2.21,-11.09,0.15,-1.09,0.24,16.53,-6.69,-11.54,-0.02,-1.07,0.11
3127,21.44,-3.91,-10.81,0.14,-1.05,0.25,27.05,-9.27,-10.24,0.01,-1.07,0.07
3135,33.27,-4.69,-9.32,0.18,-1.02,0.23,39.09,-11.24,-8.15,0.06,-1.01,0.07
3144,45.18,-5.40,-7.56,0.19,-0.95,0.23,50.92,-12.99,-6.91,0.07,-0.97,0.06
3153,52.92,-5.98,-6.71,0.16,-0.95,0.28,48.93,-13.71,-5.72,-0.03,-0.94,0.35
3163,44.82,-4.78,-5.92,0.17,-0.94,0.31,43.68,-12.10,-7.00,0.04,-0.93,0.18
3171,44.74,-4.87,-8.25,0.17,-0.98,0.27,44.42,-11.73,-9.32,-0.03,-0.94,0.25
3180,45.26,-3.32,-10.40,0.13,-1.07,0.29,46.27,-11.18,-11.44,-0.03,-1.00,0.25
3189,50.16,-2.51,-11.82,0.12,-1.12,0.29,53.73,-10.45,-12.66,-0.04,-1.06,0.27
3197,59.63,-0.63,-12.09,0.10,-1.11,0.39,65.99,-9.47,-12.26,-0.05,-1.10,0.26
3207,73.82,1.48,-11.42,0.10,-1.13,0.29,83.72,-8.41,-11.79,-0.06,-1.10,0.28
3216,91.40,5.89,-10.99,0.11,-1.07,0.34,98.40,-7.32,-11.92,-0.02,-1.04,0.29
3225,101.85,7.27,-10.72,0.12,-1.01,0.34,105.72,-6.48,-11.59,-0.01,-0.97,0.31
3233,106.13,9.02,-9.56,0.13,-0.89,0.34,107.66,-4.95,-10.37,-0.01,-0.96,0.32
3243,108.81,10.33,-9.20,0.16,-0.93,0.34,111.38,-6.79,-10.97,0.03,-0.92,0.36
3252,112.45,12.93,-9.15,0.18,-0.93,0.40,113.11,-3.63,-11.31,0.05,-0.91,0.29
3261,110.07,12.56,-10.89,0.18,-0.96,0.35,106.37,-4.01,-13.63,0.04,-0.87,0.29
3270,99.31,10.11,-14.34,0.21,-0.97,0.38,94.27,-5.61,-18.03,0.10,-0.79,0.37
3279,90.40,9.89,-18.56,0.23,-0.87,0.46,89.29,-4.29,-21.34,0.08,-0.83,0.37
3288,86.28,9.39,-20.89,0.20,-0.91,0.48,90.61,-4.98,-21.86,0.07,-0.91,0.38
3297,90.53,8.06,-19.56,0.17,-0.93,0.48,93.36,-5.36,-20.17,0.04,-0.94,0.38
3306,95.27,10.11,-17.67,0.20,-0.95,0.48,99.95,-5.29,-17.86,0.03,-0.94,0.39
3314,101.69,10.11,-15.96,0.16,-0.91,0.48,106.40,-4.81,-16.38,0.01,-0.89,0.39
3323,104.52,9.45,-15.01,0.13,-0.85,0.49,103.44,-5.79,-15.78,0.03,-0.81,0.44
3333,97.74,9.75,-14.92,0.17,-0.85,0.54,97.95,-5.94,-16.75,0.03,-0.77,0.44
3342,95.50,8.38,-16.60,0.12,-0.82,0.56,96.23,-5.31,-17.26,0.00,-0.81,0.47
3351,96.04,9.72,-16.34,0.13,-0.84,0.60,99.60,-4.84,-15.05,-0.00,-0.89,0.52
3359,104.82,12.63,-13.98,0.15,-0.85,0.64,114.61,-5.30,-11.78,-0.00,-0.95,0.55
3368,120.90,13.09,-9.99,0.11,-0.87,0.62,127.42,-3.98,-8.43,0.02,-0.99,0.59
3378,129.15,16.44,-5.72,0.16,-0.88,0.62,131.25,-1.28,-4.40,-0.02,-0.98,0.62
3387,131.83,17.10,-1.01,0.17,-0.85,0.67,136.60,2.25,-1.58,0.04,-0.89,0.66
3395,134.97,20.63,2.15,0.13,-0.85,0.66,137.58,2.86,0.54,-0.00,-0.80,0.61
3404,137.50,20.85,3.36,0.18,-0.81,0.63,145.04,2.23,-0.42,0.09,-0.71,0.59
3414,146.40,20.96,1.24,0.21,-0.79,0.80,148.36,-0.71,-1.23,0.10,-0.68,0.50
3422,141.34,15.80,0.60,0.24,-0.69,0.70,134.72,-4.62,-1.40,0.09,-0.62,0.49
3431,117.92,9.53,0.81,0.18,-0.60,0.61,105.50,-6.36,-0.73,0.08,-0.66,0.48
3440,89.76,4.47,0.38,0.21,-0.65,0.58,77.98,-8.18,-1.09,0.09,-0.64,0.48
3448,65.66,-1.18,-1.41,0.22,-0.68,0.68,55.81,-10.27,-2.63,0.12,-0.63,0.58
3458,45.15,-5.08,-2.86,0.23,-0.66,0.71,37.45,-9.18,-2.32,0.13,-0.63,0.63
3467,33.78,-3.15,-1.40,0.21,-0.62,0.65,35.77,-4.99,-0.69,0.05,-0.66,0.61
3475,39.61,0.95,2.70,0.11,-0.65,0.67,45.23,-0.21,4.25,0.02,-0.73,0.72
3484,45.85,5.44,8.29,0.15,-0.66,0.76,49.89,2.50,8.72,0.07,-0.72,0.72
3493,51.47,8.31,11.40,0.21,-0.71,0.81,55.63,2.87,9.76,0.09,-0.68,0.67
3502,53.99,8.80,11.12,0.18,-0.72,0.76,51.56,2.85,7.76,0.03,-0.57,0.66
3511,44.03,8.35,6.21,0.02,-0.63,0.81,44.36,2.19,5.60,-0.04,-0.57,0.67
3520,40.62,4.69,6.86,0.10,-0.65,0.85,36.02,-1.23,6.98,0.05,-0.65,0.74
3528,32.62,2.11,7.35,0.22,-0.73,0.84,28.78,-1.78,4.76,0.14,-0.61,0.60
3537,22.98,1.70,3.91,0.24,-0.74,0.80,18.74,-1.34,1.56,0.09,-0.66,0.65
3546,16.07,-3.08,0.86,0.15,-0.83,0.95,12.73,-7.11,-1.14,0.05,-0.70,0.71
3555,10.98,-6.37,-2.82,0.20,-0.89,1.01,7.90,-14.25,-4.65,0.02,-0.72,0.79
3564,7.05,-12.99,-6.48,0.14,-0.87,0.99,5.21,-16.08,-6.43,-0.00,-0.75,0.87
3572,10.60,-13.27,-7.46,0.13,-0.85,1.01,13.78,-15.26,-6.63,0.04,-0.75,0.80
3581,23.69,-10.02,-6.56,0.17,-0.81,0.87,31.36,-15.24,-4.77,0.01,-0.73,0.70
3591,43.35,-7.44,-3.30,0.14,-0.71,0.68,52.73,-13.72,0.63,0.05,-0.68,0.64
3599,58.92,-2.82,10.17,0.14,-0.16,0.67,62.63,-5.96,15.28,0.12,-0.44,0.59
3608,64.53,3.31,19.89,0.18,-0.32,0.59,64.92,-1.48,21.14,0.09,-0.47,0.63
3617,57.20,4.19,24.76,0.13,-0.38,0.74,51.97,0.66,25.76,0.04,-0.48,0.66
3627,48.76,3.15,29.58,0.05,-0.43,0.84,49.89,0.79,29.30,0.04,-0.59,0.66
3635,45.03,4.69,29.66,0.19,-0.68,0.65,41.62,5.17,27.57,0.07,-0.64,0.69
3644,37.30,8.68,27.90,0.16,-0.69,0.77,32.82,8.56,24.78,0.04,-0.59,0.73
3653,25.73,10.69,25.69,0.15,-0.67,0.77,19.18,6.34,24.69,0.03,-0.57,0.71
3661,19.75,6.63,23.95,0.18,-1.02,0.72,20.28,9.55,19.71,0.05,-0.67,0.73
3671,11.91,11.20,19.61,0.19,-0.98,1.00,19.88,7.60,13.86,-0.08,-0.66,0.88
3680,20.97,9.49,13.83,-0.03,-0.78,1.04,17.37,3.11,10.54,-0.19,-0.54,0.79
3689,12.95,1.72,9.56,-0.04,-0.73,0.94,10.21,0.34,7.89,-0.08,-0.54,0.78
3697,8.87,2.95,7.91,0.16,-0.65,0.88,8.95,0.30,6.02,0.04,-0.55,0.76
3706,11.50,1.99,7.08,0.16,-0.65,0.85,17.71,2.50,6.28,0.05,-0.58,0.83
3715,25.47,7.57,9.87,0.18,-0.61,0.90,33.01,7.43,10.18,0.10,-0.63,0.81
3724,37.88,14.13,15.18,0.25,-0.57,0.87,45.85,11.37,13.88,0.12,-0.64,0.82
3733,52.13,18.08,16.82,0.26,-0.68,0.98,65.60,10.03,14.70,0.08,-0.62,0.83
3742,78.00,15.58,16.07,0.13,-0.82,1.15,94.53,6.63,13.95,0.04,-0.66,0.81
3750,111.56,20.12,14.66,0.17,-0.94,1.01,133.60,4.75,11.69,-0.03,-0.69,0.77
3760,152.59,23.44,15.02,0.16,-0.87,1.17,175.78,0.96,11.98,0.07,-0.68,0.83
3769,197.01,27.47,16.11,0.21,-0.80,1.07,221.95,2.01,14.40,0.08,-0.67,0.90
3778,236.02,32.58,20.24,0.17,-0.66,1.01,250.03,5.49,19.24,0.07,-0.66,0.97
3787,249.36,38.60,26.02,0.18,-0.56,0.93,250.13,10.86,22.66,0.10,-0.54,0.91
3795,250.13,42.08,27.58,0.19,-0.59,0.95,250.13,12.40,22.27,0.03,-0.50,0.83
3805,250.13,41.05,25.08,0.12,-0.67,1.09,250.13,12.18,18.53,0.06,-0.51,0.79
3814,250.13,41.13,20.73,0.17,-0.68,1.01,250.13,10.18,14.24,0.05,-0.46,0.85
3823,238.00,37.15,16.27,0.16,-0.51,0.98,227.34,7.95,9.40,0.01,-0.32,0.88
3832,202.45,31.78,11.32,0.13,-0.38,1.05,187.23,4.95,7.10,0.02,-0.19,0.91
3842,166.95,22.94,9.78,0.05,-0.21,1.15,158.38,2.90,7.01,-0.00,-0.16,0.87
3850,145.22,18.39,9.28,0.01,-0.18,1.14,140.37,0.85,7.00,-0.03,-0.18,0.92
3859,134.24,16.20,9.67,0.02,-0.27,1.12,138.11,-0.85,8.50,-0.03,-0.21,0.91
3868,142.18,15.86,11.47,0.04,-0.28,1.15,150.29,0.69,9.13,-0.02,-0.21,0.92
3877,160.64,20.02,12.98,-0.10,-0.23,1.12,173.73,2.63,10.70,-0.10,-0.15,0.90
3887,183.24,23.05,14.69,0.02,-0.20,1.09,201.62,0.54,14.26,0.02,-0.15,0.87
3895,217.40,22.52,18.74,0.09,-0.23,1.26,239.63,-3.18,18.40,0.07,-0.19,0.92
3904,250.13,26.75,23.54,0.14,-0.28,1.25,250.13,-2.99,23.02,0.06,-0.17,0.91
3913,250.13,32.18,27.83,0.12,-0.23,1.19,250.13,-4.02,25.73,0.05,-0.10,0.90
3922,250.13,32.73,29.97,0.07,-0.13,1.24,250.13,-4.44,26.65,0.02,0.03,0.90
3932,250.13,31.82,29.55,0.06,0.00,1.03,250.13,-3.34,25.20,0.02,0.19,0.85
3940,250.13,29.48,27.72,0.01,0.16,0.94,250.13,-2.23,24.42,-0.01,0.23,0.76
3949,242.72,25.46,26.64,-0.01,0.15,0.88,229.47,-2.28,23.30,-0.04,0.22,0.74
3958,207.51,21.15,24.31,-0.03,0.16,0.91,190.93,-1.59,20.56,-0.04,0.33,0.78
3968,167.56,17.85,21.36,-0.02,0.26,0.94,153.28,-1.08,18.18,-0.02,0.39,0.80
3977,136.76,14.56,19.04,-0.00,0.26,1.02,128.66,-1.90,16.55,0.00,0.36,0.82
3986,121.34,11.46,18.11,0.02,0.25,1.04,121.73,-3.15,16.76,0.03,0.31,0.76
3994,122.48,9.69,19.21,0.01,0.23,1.08,129.12,-4.79,19.07,0.02,0.26,0.76
4003,134.11,10.50,21.79,0.05,0.21,1.03,145.87,-4.63,21.08,0.03,0.27,0.76
4013,156.23,12.66,24.24,0.01,0.21,1.06,171.42,-4.58,24.37,-0.01,0.26,0.75
4022,184.95,15.52,27.86,-0.05,0.20,1.12,205.85,-5.41,28.23,-0.04,0.30,0.75
4031,225.24,21.03,31.08,-0.01,0.12,1.08,242.52,-2.88,28.56,-0.03,0.36,0.86
4040,250.13,27.74,30.94,-0.01,0.24,1.10,250.13,-0.07,26.53,-0.02,0.50,0.90
4048,250.13,32.48,29.38,-0.01,0.35,1.16,250.13,1.72,25.52,0.03,0.54,0.84
4058,250.13,36.04,28.38,0.03,0.34,1.06,250.13,2.85,25.21,0.04,0.50,0.70
4067,250.13,36.17,29.24,0.02,0.36,0.97,250.13,1.08,26.29,0.05,0.46,0.64
4076,250.13,32.76,30.12,0.00,0.36,0.97,250.13,-2.97,28.08,0.04,0.47,0.56
4085,250.13,29.84,32.27,0.02,0.42,0.90,250.13,-5.43,30.08,0.02,0.50,0.50
4093,250.13,25.96,33.36,-0.04,0.47,0.82,250.13,-7.64,31.03,-0.03,0.58,0.47
4103,250.13,21.95,33.31,-0.08,0.55,0.84,250.13,-9.50,30.92,-0.05,0.68,0.51
4112,250.13,19.02,32.40,-0.10,0.70,0.81,250.13,-9.89,29.76,-0.05,0.78,0.56
4121,250.13,19.63,28.97,-0.08,0.64,0.78,250.13,-6.44,25.62,-0.02,0.93,0.57
4130,250.13,24.08,25.76,-0.03,0.78,0.81,250.13,-4.87,21.44,0.03,0.97,0.58
4140,250.13,29.25,22.20,-0.00,0.81,0.82,250.13,-2.82,15.85,0.08,1.06,0.54
4148,250.13,34.15,17.09,0.05,0.87,0.77,250.13,0.21,11.20,0.10,1.05,0.48
4157,250.13,34.62,13.56,0.04,0.86,0.70,250.13,1.31,8.88,0.09,0.92,0.40
4166,250.13,33.40,11.56,0.03,0.79,0.60,250.13,1.06,7.14,0.05,0.85,0.29
4175,241.75,29.66,10.97,-0.07,0.83,0.57,237.83,-1.87,8.57,-0.00,0.86,0.23
4185,226.35,25.92,11.02,-0.07,0.85,0.53,222.50,-4.14,7.71,-0.02,0.86,0.16
4193,211.06,20.70,11.06,-0.11,0.88,0.46,205.48,-5.46,7.83,-0.02,0.90,0.12
4202,193.00,18.05,9.88,-0.05,0.85,0.39,184.88,-6.24,6.84,0.02,0.97,0.17
4211,171.82,15.13,7.96,-0.05,0.99,0.41,164.36,-5.36,3.47,0.03,1.04,0.18
4220,152.53,15.36,2.37,-0.01,0.89,0.34,145.43,-3.15,-2.96,0.06,1.04,0.14
4229,133.15,16.19,-2.90,0.00,0.96,0.31,125.85,-0.30,-8.69,0.09,1.05,0.10
4238,117.95,17.74,-7.10,0.04,0.95,0.36,115.37,1.40,-10.00,0.10,1.01,0.08
4247,110.93,17.40,-6.47,-0.01,1.00,0.36,111.72,1.26,-7.40,0.07,0.93,0.07
4255,111.34,16.34,-3.53,-0.01,0.98,0.37,115.72,0.11,-5.40,0.07,0.87,0.07
4264,116.02,14.33,-1.73,-0.04,0.91,0.38,119.37,-2.02,-2.89,0.04,0.89,0.04
4274,118.59,11.88,0.47,-0.06,0.96,0.42,121.05,-4.79,-0.72,-0.00,0.95,0.05
4283,121.07,10.09,1.98,-0.10,1.01,0.38,124.97,-5.82,0.58,-0.01,0.99,0.02
4291,126.21,9.50,2.15,-0.06,0.97,0.34,129.21,-6.55,0.41,0.01,1.01,0.04
4300,130.34,10.82,1.50,-0.03,0.98,0.32,134.94,-5.62,-1.59,0.05,1.02,-0.01
4310,135.84,13.15,-0.75,0.00,0.97,0.25,139.37,-4.13,-4.60,0.08,1.02,-0.01
4318,139.14,15.96,-3.78,0.02,0.92,0.23,142.86,-1.39,-6.91,0.08,0.98,-0.01
4327,143.68,18.47,-5.04,0.03,0.94,0.22,150.15,0.06,-7.98,0.10,0.99,-0.05
4336,150.83,20.84,-4.94,0.02,1.01,0.21,156.54,1.17,-7.52,0.08,0.99,-0.05
4345,156.60,22.14,-3.88,-0.03,1.01,0.25,162.82,0.98,-6.29,0.02,1.00,-0.11
4354,153.58,25.28,-0.75,0.09,1.21,0.23,159.56,-0.08,-3.57,0.02,1.04,-0.14
4363,157.52,18.44,0.46,-0.12,1.12,0.23,158.22,-0.98,-1.36,0.03,1.04,-0.09
4372,158.57,17.95,2.31,-0.06,1.12,0.21,164.95,-2.27,0.98,0.08,1.00,-0.14
4380,167.83,17.97,4.08,-0.04,1.00,0.20,171.99,-2.39,3.23,0.08,0.92,-0.17
4389,170.72,19.39,7.32,-0.02,1.00,0.06,173.19,-2.72,6.00,0.05,0.87,-0.28
4399,164.52,17.92,8.15,-0.03,0.96,-0.02,157.41,-2.81,5.11,0.05,0.91,-0.30
